,TopHitNum,DriftRate,SNR,Freq,ChanIndx,FreqStart,FreqEnd,CoarseChanNum,FullNumHitsInRange,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,max_drift_rate,obs_length,Hit_ID,status,in_n_ons,RFI_in_range,delta_t
1249,542,-28.753978,1479.519409,11121.095165,510,11121.099472,11121.090858,44,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1250,543,47.923296,889.143921,11121.095206,516,11121.088028,11121.102385,44,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1251,544,47.923296,443.004669,11121.095206,517,11121.088028,11121.102385,44,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1252,545,-38.338637,1112.614136,11121.093729,509,11121.099472,11121.087987,44,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1253,546,-9.584659,2226.971924,11121.095175,511,11121.096611,11121.09374,44,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1254,547,-47.923296,889.136108,11121.092294,508,11121.099472,11121.085115,44,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1255,548,9.584659,2226.937012,11121.095186,513,11121.09375,11121.096621,44,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1256,549,38.338637,1112.929688,11121.093771,515,11121.088028,11121.099513,44,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1257,550,28.753978,1479.767944,11121.095196,514,11121.090889,11121.099503,44,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1258,551,-28.753978,1657.881592,11118.165478,510,11118.169785,11118.161171,45,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1259,552,47.923296,997.088379,11118.165519,516,11118.15834,11118.172697,45,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1260,553,47.923296,497.552917,11118.165519,517,11118.15834,11118.172697,45,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1261,554,-9.584659,2496.553467,11118.165488,511,11118.166924,11118.164052,45,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1262,555,-38.338637,1247.067017,11118.164042,509,11118.169785,11118.158299,45,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1263,556,-47.923296,997.63739,11118.162606,508,11118.169785,11118.155428,45,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1264,557,9.584659,2497.06543,11118.165498,513,11118.164062,11118.166934,45,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1265,558,28.753978,1657.713623,11118.165508,514,11118.161201,11118.169815,45,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1266,559,38.338637,1247.226807,11118.164083,515,11118.15834,11118.169826,45,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1267,560,-28.753978,1862.700439,11115.23579,510,11115.240097,11115.231483,46,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1268,561,47.923296,1122.660645,11115.235831,516,11115.228653,11115.24301,46,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1269,562,47.923296,558.872253,11115.235831,517,11115.228653,11115.24301,46,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1270,563,-9.584659,2805.595215,11115.2358,511,11115.237236,11115.234365,46,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1271,564,-47.923296,1122.346802,11115.232919,508,11115.240097,11115.22574,46,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1272,565,-38.338637,1401.447388,11115.234354,509,11115.240097,11115.228612,46,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1273,566,28.753978,1863.04541,11115.235821,514,11115.231514,11115.240128,46,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1274,567,9.584659,2805.973389,11115.235811,513,11115.234375,11115.237246,46,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1275,568,38.338637,1401.897217,11115.234396,515,11115.228653,11115.240138,46,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1276,569,-28.753978,1922.637573,11112.306103,510,11112.31041,11112.301796,47,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1277,570,47.923296,1155.574585,11112.306144,516,11112.298965,11112.313322,47,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1278,571,47.923296,576.371765,11112.306144,517,11112.298965,11112.313322,47,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1279,572,-9.584659,2893.714111,11112.306113,511,11112.307549,11112.304677,47,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1280,573,-38.338637,1446.318604,11112.304667,509,11112.31041,11112.298924,47,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1281,574,-47.923296,1155.522827,11112.303231,508,11112.31041,11112.296053,47,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1282,575,9.584659,2893.574463,11112.306123,513,11112.304688,11112.307559,47,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1283,576,28.753978,1922.721558,11112.306133,514,11112.301826,11112.31044,47,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1284,577,38.338637,1446.586914,11112.304708,515,11112.298965,11112.310451,47,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1285,578,-28.753978,2612.448486,11109.376415,510,11109.380722,11109.372108,48,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1286,579,47.923296,1573.36377,11109.376456,516,11109.369278,11109.383635,48,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1287,580,47.923296,786.532349,11109.376456,517,11109.369278,11109.383635,48,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1288,581,-9.584659,3934.718018,11109.376425,511,11109.377861,11109.37499,48,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1289,582,-47.923296,1572.53833,11109.373544,508,11109.380722,11109.366365,48,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1290,583,-38.338637,1965.679688,11109.374979,509,11109.380722,11109.369237,48,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1291,584,9.584659,3934.755859,11109.376436,513,11109.375,11109.377871,48,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1292,585,28.753978,2612.375244,11109.376446,514,11109.372139,11109.380753,48,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1293,586,38.338637,1966.015015,11109.375021,515,11109.369278,11109.380763,48,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1294,587,-28.753978,1545.099365,11106.446728,510,11106.451035,11106.442421,49,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1295,588,47.923296,929.343323,11106.446769,516,11106.43959,11106.453947,49,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1296,589,47.923296,463.319092,11106.446769,517,11106.43959,11106.453947,49,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1297,590,-9.584659,2326.521484,11106.446738,511,11106.448174,11106.445302,49,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1298,591,-47.923296,929.663391,11106.443856,508,11106.451035,11106.436678,49,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1299,592,-38.338637,1161.555542,11106.445292,509,11106.451035,11106.439549,49,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1300,593,9.584659,2326.782715,11106.446748,513,11106.445312,11106.448184,49,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1301,594,28.753978,1545.184692,11106.446758,514,11106.442451,11106.451065,49,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1302,595,38.338637,1161.361938,11106.445333,515,11106.43959,11106.451076,49,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1303,596,-28.753978,1376.686523,11103.51704,510,11103.521347,11103.512733,50,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1304,597,47.923296,829.135498,11103.517081,516,11103.509903,11103.52426,50,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1305,598,47.923296,413.477142,11103.517081,517,11103.509903,11103.52426,50,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1306,599,-9.584659,2072.920654,11103.51705,511,11103.518486,11103.515615,50,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1307,600,-38.338637,1035.985474,11103.515604,509,11103.521347,11103.509862,50,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1308,601,-47.923296,828.182617,11103.514169,508,11103.521347,11103.50699,50,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1309,602,9.584659,2073.412109,11103.517061,513,11103.515625,11103.518496,50,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1310,603,28.753978,1377.026489,11103.517071,514,11103.512764,11103.521378,50,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1311,604,38.338637,1036.342163,11103.515646,515,11103.509903,11103.521388,50,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1312,605,-28.753978,1300.134888,11100.587353,510,11100.59166,11100.583046,51,5,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1313,606,47.923296,782.126038,11100.587394,516,11100.580215,11100.594572,51,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1314,607,47.923296,390.443024,11100.587394,517,11100.580215,11100.594572,51,7,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1315,608,-47.923296,782.374451,11100.584481,508,11100.59166,11100.577303,51,6,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
1316,609,-9.584659,1958.723145,11100.587363,511,11100.588799,11100.585927,51,3,/datax/scratch/wlll2x/mars_midres/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_66892_DIAG_Mars2020_0013.rawspec.0002.h5,DIAG_MARS2020,59256.77421296296,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_2,,,627.0000000949949
